metro,price,minutes,way,provider,fee_percent,rooms,total_area,sector
Frunzenskaia,190000,11,1,0,50,4,67,Hamovniki
Narodnoe Opolchenie,48000,12,1,0,50,2,42,Horoshevo-Mnevniki
Rimskaia,47750,4,1,1,0,1,67,Taganski
Akademicheskaia,60000,13,1,0,50,1,38,Academicheskiy
Kakhovskaia,70000,4,1,0,0,1,41,Zuzino
Preobrazhenskaia ploshchad,95000,19,1,0,50,2,59,Preobrazhenskoe
Kakhovskaia,50000,15,1,0,0,2,1,Zuzino
Buninskaia Alleia,45000,17,0,0,50,1,36,Uznoe Butovo
Kurskaia,350000,7,1,0,0,3,67,Basmanski
Pionerskaia,49000,4,1,1,0,1,67,Fili-Davidkovo
Salarevo,60000,8,0,0,50,1,39,Solncevo
Sviblovo,97000,12,1,1,0,3,104,Sviblovo
Baumanskaia,71000,9,1,1,0,1,67,Basmanski
Tekstilshchiki,50000,20,1,1,0,1,42,Tekstilshchiki
Spartak,70000,10,1,0,50,2,46,Pokrovskoe-Streshnevo
Govorovo,52000,10,1,0,50,1,67,Solncevo
Maiakovskaia,270500,11,1,1,0,3,67,Tverskoi
Rasskazovka,45000,14,0,0,50,1,43,Vnukovskoe
Izmailovskaia,65000,15,1,0,50,2,60,Sokolinaya Gora
Bulvar Rokossovskogo,60000,8,1,0,50,1,38,Bogorodskoe
Filatov Lug,26000,16,0,0,70,1,35,Sosenskoe
Buninskaia Alleia,45000,5,1,0,50,1,37,Uznoe Butovo
Rizhskaia,160000,4,1,0,50,3,67,Meshanski
Pechatniki,55000,7,1,0,50,2,60,Pechatniki
Perovo,38000,13,1,0,0,1,67,Novogireevo
Mezhdunarodnaia,300000,7,1,0,0,2,67,Presnenski
Solntcevo,50000,10,1,0,50,1,38,Solncevo
Paveletckaia,54000,6,1,0,0,2,45,Zamoskvoreche
Shchukinskaia,44000,8,1,0,50,1,39,Shukino
Bratislavskaia,65000,9,0,0,50,2,60,Maruino
Kashirskaia,159999,18,1,0,0,7,67,Moskvoreche-Saburovo
Krestianskaia zastava,85000,9,1,0,50,2,54,Taganski
Sviblovo,70000,11,1,0,50,3,105,Sviblovo
Maiakovskaia,85000,10,1,0,50,1,50,Tverskoi
Arbatskaia,200000,12,1,0,60,2,67,Arbat
Rimskaia,105000,10,1,0,50,3,67,Taganski
Beliaevo,55000,9,1,0,50,1,40,Konkovo
Davydkovo,50000,20,1,0,0,2,49,Mojaiski
Okskaia,43000,4,1,0,50,1,38,Ryazanski
Babushkinskaia,40000,15,1,0,50,1,32,Babuskinski
Kommunarka,42000,16,1,0,50,1,37,Sosenskoe
Komsomolskaia,85000,7,1,0,50,2,40,Krasnoselski
Piatnitckoe shosse,39000,10,0,0,50,1,40,Mitino
Bulvar Rokossovskogo,50000,11,0,0,0,3,57,Bogorodskoe
Ulitca Starokachalovskaia,55000,12,1,0,50,2,45,Severnoe Butovo
Mezhdunarodnaia,173500,3,1,1,0,1,67,Presnenski
Buninskaia Alleia,42000,16,0,0,50,1,38,Uznoe Butovo
Narodnoe Opolchenie,60000,17,1,0,50,2,58,Horoshevo-Mnevniki
Ulitca Starokachalovskaia,34760,11,1,1,0,1,67,Severnoe Butovo
Okskaia,45000,9,1,0,50,1,45,Ryazanski
Ozernaia,68000,12,0,0,20,2,64,Ochakovo-Matveevskoe
Kashirskaia,54000,6,1,0,50,1,42,Moskvoreche-Saburovo
Pechatniki,85000,7,1,0,50,3,80,Pechatniki
Aviamotornaia,70000,10,1,0,50,2,47,Lefortovo
Otradnoe,70000,13,0,0,50,1,38,Otradnoe
Fonvizinskaia,63000,12,1,0,50,2,53,Butirski
Petrovskii park,55000,16,1,0,50,1,38,Aeroport
Nekrasovka,37000,6,1,0,50,1,40,Nekrasovka
Vodnyi stadion,40000,17,0,0,50,1,38,Golovinski
Mezhdunarodnaia,250000,2,1,0,0,2,67,Presnenski
Rimskaia,65000,10,1,0,50,2,64,Taganski
Kuzminki,42000,10,1,0,50,1,40,Kuzminki
Oktiabrskoe pole,65000,21,1,0,50,1,35,Shukino
Botanicheskii sad,65000,17,1,0,0,2,67,Sviblovo
Otradnoe,42000,16,1,0,50,1,39,Otradnoe
Nekrasovka,38000,9,1,1,50,1,67,Nekrasovka
Universitet,52000,19,1,0,50,1,32,Ramenki
Konkovo,40000,15,1,0,50,1,67,Teplui Stan
Botanicheskii sad,55000,2,1,0,0,1,67,Sviblovo
Okruzhnaia,45000,11,1,1,50,1,67,Timiryazevski
Rasskazovka,49000,6,1,0,50,1,45,Vnukovskoe
Altufevo,35000,9,1,0,0,0,67,Bibirevo
Dinamo,95000,8,1,0,50,1,67,Aeroport
Prospekt Vernadskogo,42000,7,1,0,100,1,67,Prospect Vernadskogo
Kommunarka,30500,23,1,1,0,1,67,Sosenskoe
Krasnoselskaia,60000,7,1,0,50,1,33,Krasnoselski
Serpukhovskaia,70000,9,1,0,50,2,48,Zamoskvoreche
Kuzminki,35000,11,1,0,50,1,67,Kuzminki
VDNKh,70000,19,1,0,0,1,67,Ostankinski
Sportivnaia,90000,7,1,0,50,4,67,Hamovniki
Vodnyi stadion,60000,13,1,1,50,1,67,Golovinski
Slavianskii bulvar,55000,15,1,0,40,1,40,Fili-Davidkovo
Govorovo,50000,6,1,0,50,1,67,Solncevo
Profsoiuznaia,63000,11,1,0,50,2,63,Academicheskiy
VDNKh,60000,21,1,0,50,1,40,Ostankinski
Pechatniki,60000,7,1,0,50,2,60,Pechatniki
Belomorskaia,69000,6,1,0,50,1,33,Levoberegni
Kolomenskaia,67000,17,0,0,0,1,67,Nagatino-Sadovniki
Filatov Lug,57000,10,1,0,75,3,67,Sosenskoe
Akademicheskaia,60000,4,1,0,0,1,67,Academicheskiy
Rizhskaia,60000,10,1,0,0,2,67,Meshanski
Bulvar Rokossovskogo,49000,22,1,0,50,1,39,Bogorodskoe
Elektrozavodskaia,70000,12,1,0,50,2,63,Sokolinaya Gora
Otradnoe,60000,12,1,0,50,2,53,Otradnoe
Akademicheskaia,65000,14,1,0,0,2,52,Academicheskiy
Lukhmanovskaia,40000,19,1,0,0,1,35,Kosino-Uhtomski
Seligerskaia,40000,20,0,0,50,1,35,Beskudnikovski
Kurskaia,49000,5,1,1,0,1,67,Basmanski
Novye Cheremushki,56990,4,1,0,50,2,67,Cheremyshki
Kuzminki,40000,6,1,0,60,2,67,Kuzminki
Davydkovo,33000,21,1,1,0,1,67,Mojaiski
Perovo,65000,16,1,0,0,3,5,Novogireevo
Shabolovskaia,89000,11,1,0,50,3,83,Donskoi
Mitino,55000,9,0,0,50,1,67,Mitino
Riazanskii prospekt,42000,7,1,0,50,1,67,Ryazanski
Alma-Atinskaia,30000,23,0,0,70,1,40,Brateevo
Sviblovo,45000,6,1,0,50,1,38,Sviblovo
Rizhskaia,50000,10,1,0,50,1,35,Meshanski
Vodnyi stadion,50000,11,1,0,50,2,40,Golovinski
Belomorskaia,49000,7,1,1,0,1,67,Levoberegni
Kantemirovskaia,45000,15,1,0,50,1,40,Tcaritcyno
Krestianskaia zastava,90000,7,1,0,50,2,64,Taganski
Tekstilshchiki,32280,9,1,1,0,1,67,Tekstilshchiki
Lermontovskii prospekt,43000,12,1,0,50,1,42,Vihino-Julebino
Ulitca Gorchakova,40000,5,1,0,50,1,42,Uznoe Butovo
Khovrino,50000,7,1,0,50,1,42,Hovrino
Bulvar Rokossovskogo,65000,7,1,0,0,2,54,Bogorodskoe
Tcvetnoi bulvar,100000,7,1,0,50,2,54,Tverskoi
Bulvar Rokossovskogo,58000,10,1,0,50,1,35,Bogorodskoe
Kozhukhovskaia,45000,6,1,0,50,1,45,Uznoportovi
Shabolovskaia,54999,10,1,1,55,1,67,Donskoi
Sokol,60000,15,1,0,50,2,50,Sokol
Skhodnenskaia,250000,16,1,0,0,5,67,Uznoe Tushino
Prospekt Vernadskogo,60000,7,1,0,0,1,67,Prospect Vernadskogo
Piatnitckoe shosse,30000,40,0,0,60,2,60,Mitino
Nagornaia,70000,2,1,0,30,2,67,Nagorni
Rasskazovka,43000,10,0,0,50,1,43,Vnukovskoe
Kolomenskaia,60000,16,0,0,50,1,40,Nagatino-Sadovniki
Bulvar Dmitriia Donskogo,50000,10,1,0,50,2,54,Severnoe Butovo
Medvedkovo,66000,13,1,1,0,2,67,Severnoe Medvedkovo
Marino,40000,12,1,0,0,1,50,Maruino
Ulitca Akademika Iangelia,60000,4,1,0,50,2,45,Certanovo Uznoe
Bratislavskaia,52500,11,1,0,100,2,67,Maruino
Proletarskaia,45000,11,1,0,20,1,35,Taganski
Vykhino,40000,16,1,0,50,1,33,Vihino-Julebino
Kuntcevskaia,60000,9,1,0,50,3,62,Kuncevo
Mezhdunarodnaia,300000,6,1,0,0,2,67,Presnenski
Altufevo,55000,10,1,0,50,2,42,Bibirevo
Nagatinskaia,90000,16,1,0,0,2,83,Nagorni
Mitino,50000,10,1,0,50,1,45,Mitino
Ulitca Skobelevskaia,49900,12,1,0,0,2,67,Uznoe Butovo
Skhodnenskaia,45000,15,1,0,0,1,40,Uznoe Tushino
Borovskoe shosse,54500,6,1,1,0,1,67,Novo-Peredelkino
Timiriazevskaia,53000,14,1,0,50,3,51,Timiryazevski
Perovo,52000,11,0,0,50,2,45,Novogireevo
Seligerskaia,55000,15,1,0,0,1,67,Beskudnikovski
Solntcevo,53000,8,1,0,50,2,53,Solncevo
Chistye prudy,350000,9,1,0,0,4,67,Basmanski
Kantemirovskaia,52000,2,1,0,50,2,46,Tcaritcyno
Sukharevskaia,99000,6,1,0,50,3,87,Krasnoselski
Belomorskaia,30260,6,1,1,0,1,67,Levoberegni
Shipilovskaia,35000,6,1,0,50,1,35,Zyablikovo
Krylatskoe,45000,4,0,0,50,1,40,Krylatskoe
Narodnoe Opolchenie,58000,14,0,0,50,2,55,Horoshevo-Mnevniki
Govorovo,55000,3,1,0,50,1,39,Solncevo
Nagornaia,50000,15,1,0,50,1,40,Nagorni
Lefortovo,85000,10,1,0,0,3,70,Lefortovo
Kolomenskaia,70000,9,1,0,50,2,45,Nagatino-Sadovniki
Fonvizinskaia,50000,14,1,0,50,1,35,Butirski
Pervomaiskaia,45000,9,1,0,0,2,43,Izmailovo
Fili,69000,6,1,0,50,2,41,Filevskii Park
Vykhino,43000,12,1,0,50,1,7,Vihino-Julebino
Medvedkovo,42000,21,0,0,50,2,1,Severnoe Medvedkovo
Vykhino,40000,20,1,0,50,1,33,Vihino-Julebino
Akademicheskaia,56582,5,1,1,0,3,67,Academicheskiy
Fili,55000,16,1,0,50,1,37,Filevskii Park
Kitai-gorod,110000,14,1,0,50,2,67,Tverskoi
Buninskaia Alleia,72000,6,1,1,0,3,67,Uznoe Butovo
Universitet,115000,9,1,0,0,3,76,Ramenki
Buninskaia Alleia,58000,9,1,0,50,2,60,Uznoe Butovo
Shipilovskaia,50000,12,0,0,50,1,40,Zyablikovo
Botanicheskii sad,48000,2,1,1,0,1,67,Sviblovo
Govorovo,57000,6,1,0,50,1,47,Solncevo
Okruzhnaia,45000,11,1,0,0,1,18,Timiryazevski
Altufevo,45000,15,1,0,50,1,32,Bibirevo
Ulitca Skobelevskaia,57000,15,1,0,0,2,67,Uznoe Butovo
Bratislavskaia,30000,18,1,0,60,1,35,Maruino
Prokshino,65000,11,0,1,0,2,67,Sosenskoe
Prospekt Vernadskogo,49000,7,1,0,0,1,67,Prospect Vernadskogo
Bibirevo,32000,19,1,0,90,1,40,Bibirevo
Shchukinskaia,170000,11,1,0,0,3,100,Shukino
Kolomenskaia,65000,4,1,0,50,2,40,Nagatino-Sadovniki
Perovo,42000,17,1,0,0,1,37,Novogireevo
Mendeleevskaia,70000,11,1,0,50,1,67,Tverskoi
Mezhdunarodnaia,210000,6,1,0,0,2,67,Presnenski
Nekrasovka,55000,8,1,0,40,2,67,Nekrasovka
Salarevo,55000,12,1,0,50,2,52,Solncevo
Babushkinskaia,50000,13,0,0,50,2,50,Babuskinski
Rasskazovka,35000,12,0,0,50,1,45,Vnukovskoe
Ulitca Skobelevskaia,65000,15,1,0,50,2,62,Uznoe Butovo
Botanicheskii sad,65000,2,1,0,50,1,67,Sviblovo
Rasskazovka,40000,13,0,0,50,1,39,Vnukovskoe
Ulitca Skobelevskaia,63000,4,1,0,40,3,87,Uznoe Butovo
Borovskoe shosse,54500,5,1,1,0,2,67,Novo-Peredelkino
Domodedovskaia,47000,16,1,0,0,1,67,Orehovo-Borisovo Uzhnoe
Seligerskaia,65000,23,0,0,50,2,56,Beskudnikovski
Narodnoe Opolchenie,85000,22,1,0,0,2,67,Horoshevo-Mnevniki
Davydkovo,51000,3,1,0,0,2,67,Mojaiski
Marina Roshcha,50000,12,1,0,45,1,36,Maruina Rocha
Paveletckaia,50000,7,1,0,60,2,48,Zamoskvoreche
Sukharevskaia,85000,10,1,0,80,3,65,Krasnoselski
Okskaia,60000,15,1,0,50,1,40,Ryazanski
Marina Roshcha,70000,10,1,0,50,1,35,Maruina Rocha
Volzhskaia,45000,11,1,0,50,1,37,Kuzminki
Akademicheskaia,50000,16,1,0,50,1,35,Academicheskiy
Vodnyi stadion,65000,14,1,1,0,2,67,Golovinski
Ulitca Skobelevskaia,50000,11,1,0,50,1,45,Uznoe Butovo
Vykhino,48000,7,1,0,50,1,40,Vihino-Julebino
Vodnyi stadion,50000,15,0,0,50,2,41,Golovinski
Bibirevo,55000,10,1,0,50,1,67,Bibirevo
Kurskaia,61000,6,1,1,0,1,67,Basmanski
Liublino,65000,7,1,0,54,3,75,Lublino
Begovaia,45000,13,1,0,0,1,9,Presnenski
Belomorskaia,50000,9,1,0,70,3,87,Levoberegni
Rimskaia,65000,13,1,0,50,1,35,Taganski
Belorusskaia,68000,16,1,0,50,1,67,Tverskoi
Nekrasovka,42000,8,1,0,50,1,40,Nekrasovka
Iuzhnaia,65000,5,1,0,0,1,40,Certanovo Centralnoe
Serpukhovskaia,69000,7,1,1,0,2,67,Zamoskvoreche
Prazhskaia,70000,16,1,0,50,2,55,Certanovo Centralnoe
Mezhdunarodnaia,380000,7,1,0,0,2,67,Presnenski
Piatnitckoe shosse,31000,41,0,0,50,2,67,Mitino
Botanicheskii sad,70000,9,1,0,50,1,37,Sviblovo
Rasskazovka,55000,19,1,0,0,2,52,Vnukovskoe
Filatov Lug,33000,26,0,0,0,1,67,Sosenskoe
Narodnoe Opolchenie,60000,15,1,0,50,2,58,Horoshevo-Mnevniki
Nekrasovka,70000,6,1,0,50,3,80,Nekrasovka
Vodnyi stadion,65000,8,1,0,50,1,42,Golovinski
Skhodnenskaia,55000,14,1,0,50,1,40,Uznoe Tushino
Mezhdunarodnaia,290000,6,1,0,0,2,67,Presnenski
Mitino,38000,6,1,0,50,1,38,Mitino
Dinamo,55000,14,1,1,50,2,45,Aeroport
Belomorskaia,62000,19,1,0,50,1,37,Levoberegni
Dmitrovskaia,90000,8,1,0,0,3,72,Butirski
Prazhskaia,50000,9,1,0,50,1,38,Certanovo Centralnoe
Bulvar Rokossovskogo,50000,15,1,1,50,2,9,Bogorodskoe
Lomonosovskii prospekt,200000,14,1,1,0,2,80,Ramenki
Rasskazovka,50000,17,0,0,0,2,67,Vnukovskoe
Govorovo,55000,16,1,0,50,2,50,Solncevo
Mitino,49000,9,1,1,0,2,67,Mitino
Pervomaiskaia,35000,19,0,0,0,1,38,Izmailovo
Akademicheskaia,58383,5,1,1,0,3,67,Academicheskiy
Okruzhnaia,42000,11,1,0,50,1,25,Timiryazevski
Fonvizinskaia,70000,1,1,0,50,2,65,Butirski
Ulitca Starokachalovskaia,41000,7,1,0,50,1,38,Severnoe Butovo
Proletarskaia,60000,7,1,0,50,2,40,Taganski
Mezhdunarodnaia,335000,2,1,0,0,2,92,Presnenski
Nagornaia,56000,12,1,1,0,2,67,Nagorni
Olkhovaia,34000,9,0,0,50,1,67,Sosenskoe
Belomorskaia,45000,12,0,0,50,1,38,Levoberegni
Domodedovskaia,65000,11,0,0,50,2,58,Orehovo-Borisovo Uzhnoe
Novogireevo,45000,13,0,0,50,1,38,Novogireevo
Mezhdunarodnaia,300000,6,1,0,0,2,67,Presnenski
Paveletckaia,96000,5,1,1,0,3,67,Zamoskvoreche
Kolomenskaia,54000,6,1,0,0,1,67,Nagatino-Sadovniki
Okruzhnaia,45000,13,1,0,50,1,67,Timiryazevski
Mezhdunarodnaia,450000,6,1,0,0,2,145,Presnenski
Ulitca Akademika Iangelia,45000,11,1,0,0,1,67,Certanovo Uznoe
Seligerskaia,34990,19,0,0,40,1,35,Beskudnikovski
Narodnoe Opolchenie,65000,14,1,0,50,1,33,Horoshevo-Mnevniki
Begovaia,70000,6,1,0,50,2,45,Presnenski
Orekhovo,45000,8,1,0,50,1,40,Orehovo-Borisovo Severnoe
Novoiasenevskaia,38000,9,1,0,50,1,40,Yasenevo
Pechatniki,50000,7,1,0,50,1,50,Pechatniki
Medvedkovo,45000,16,1,0,50,1,39,Severnoe Medvedkovo
Nizhegorodskaia,55000,13,1,0,60,2,45,Nizhegorodski
Fili,55000,15,1,0,0,1,67,Filevskii Park
Mezhdunarodnaia,650000,5,1,0,0,3,67,Presnenski
Nekrasovka,25000,6,1,1,50,1,67,Nekrasovka
Alma-Atinskaia,45000,12,1,1,50,1,67,Brateevo
Chertanovskaia,50000,13,1,1,50,2,67,Certanovo Severnoe
Strogino,47000,4,1,1,50,1,67,Strogino
Maiakovskaia,95000,9,1,1,50,3,67,Tverskoi
Profsoiuznaia,45000,13,1,1,50,1,67,Academicheskiy
Lomonosovskii prospekt,60000,15,1,1,50,2,67,Ramenki
Salarevo,54000,14,1,1,50,1,67,Solncevo
Belomorskaia,47000,18,1,1,50,1,67,Levoberegni
Davydkovo,58000,3,1,1,50,2,67,Mojaiski
Prospekt Vernadskogo,48000,6,1,1,50,2,67,Prospect Vernadskogo
Ozernaia,65000,8,1,1,50,3,67,Ochakovo-Matveevskoe
Ozernaia,70000,19,1,1,50,2,67,Ochakovo-Matveevskoe
Prokshino,55000,11,0,1,50,2,67,Sosenskoe
Novogireevo,90000,14,1,1,50,4,67,Novogireevo
Narodnoe Opolchenie,500000,21,0,1,0,4,67,Horoshevo-Mnevniki
Govorovo,55000,9,1,1,50,1,67,Solncevo
Studencheskaia,100000,8,1,1,50,2,67,Dorogomilovo
Iasenevo,50000,8,1,1,50,2,67,Yasenevo
Shelepikha,195000,5,1,1,0,2,67,Presnenski
Fili,90000,11,1,1,50,1,67,Filevskii Park
Narodnoe Opolchenie,42000,11,1,1,50,1,67,Horoshevo-Mnevniki
Novogireevo,38000,13,0,0,50,1,42,Novogireevo
Rasskazovka,44000,12,0,0,31,1,40,Vnukovskoe
Bulvar Rokossovskogo,40000,13,0,0,50,1,36,Bogorodskoe
Izmailovskaia,40000,8,1,0,50,1,33,Sokolinaya Gora
Rasskazovka,65000,13,0,0,50,3,80,Vnukovskoe
Mezhdunarodnaia,250000,7,1,0,0,2,64,Presnenski
Bratislavskaia,47000,21,1,1,0,1,67,Maruino
Bibirevo,69900,7,1,0,30,3,4,Bibirevo
Kantemirovskaia,45000,13,1,1,0,2,67,Tcaritcyno
Solntcevo,42000,10,0,0,50,1,67,Solncevo
Rasskazovka,45000,10,0,0,50,1,40,Vnukovskoe
Buninskaia Alleia,50000,15,0,0,50,2,48,Uznoe Butovo
Tulskaia,43999,12,1,0,0,1,67,Danilovski
Volgogradskii prospekt,70000,10,1,1,100,2,58,Uznoportovi
Taganskaia,149000,8,1,0,50,3,100,Taganski
Bulvar Rokossovskogo,50000,4,0,0,50,1,49,Bogorodskoe
Park kultury,60000,11,1,0,50,1,35,Hamovniki
Paveletckaia,165000,7,1,1,0,1,67,Zamoskvoreche
Polianka,110000,6,1,1,0,1,67,Yakimanka
Profsoiuznaia,500000,14,1,1,0,5,67,Academicheskiy
Shelepikha,260000,19,1,1,0,3,67,Presnenski
Krasnopresnenskaia,350000,12,1,1,0,3,110,Presnenski
Kitai-gorod,800000,16,1,1,0,2,67,Tverskoi
TcSKA,71600,7,1,1,0,1,67,Horoshevski
TcSKA,71600,7,1,1,0,1,67,Horoshevski
TcSKA,71600,7,1,1,0,1,67,Horoshevski
Ploshchad Ilicha,116300,9,1,1,0,3,67,Taganski
Ploshchad Ilicha,107200,9,1,1,0,3,67,Taganski
Ploshchad Ilicha,102100,9,1,1,0,3,67,Taganski
TcSKA,71600,7,1,1,0,1,67,Horoshevski
TcSKA,71600,7,1,1,0,1,67,Horoshevski
TcSKA,97000,7,1,1,0,2,46,Horoshevski
TcSKA,71600,7,1,1,0,1,67,Horoshevski
Bagrationovskaia,94100,13,1,1,0,2,67,Filevskii Park
Bagrationovskaia,96500,13,1,1,0,2,67,Filevskii Park
Bagrationovskaia,94100,13,1,1,0,2,67,Filevskii Park
Bagrationovskaia,109700,13,1,1,0,2,61,Filevskii Park
Bagrationovskaia,97200,13,1,1,0,2,67,Filevskii Park
Iasenevo,60000,18,1,1,0,3,8,Yasenevo
VDNKh,65000,8,1,1,0,3,67,Ostankinski
Planernaia,55000,6,1,1,0,2,45,Severnoe Tushino
Riazanskii prospekt,45000,18,1,1,0,1,67,Ryazanski
Varshavskaia,55000,9,1,1,0,3,67,Moskvoreche-Saburovo
Mezhdunarodnaia,265000,6,1,1,0,2,67,Presnenski
Mezhdunarodnaia,350000,7,1,1,0,2,67,Presnenski
Mezhdunarodnaia,300000,3,1,1,0,2,67,Presnenski
Mezhdunarodnaia,200000,6,1,1,0,2,60,Presnenski
Mezhdunarodnaia,200000,6,1,1,0,2,65,Presnenski
Mezhdunarodnaia,200000,7,1,1,0,2,67,Presnenski
Mezhdunarodnaia,240000,7,1,1,0,2,67,Presnenski
Mezhdunarodnaia,250000,5,1,1,0,2,67,Presnenski
Mezhdunarodnaia,305000,2,1,1,0,2,67,Presnenski
Mezhdunarodnaia,950000,6,1,1,0,4,67,Presnenski
Mezhdunarodnaia,1050000,6,1,1,0,4,67,Presnenski
Mezhdunarodnaia,200000,2,1,1,0,1,67,Presnenski
Mezhdunarodnaia,255000,2,1,1,0,2,67,Presnenski
Mezhdunarodnaia,345000,2,1,1,0,2,67,Presnenski
Mezhdunarodnaia,500000,5,1,1,0,2,67,Presnenski
Mezhdunarodnaia,470000,3,1,1,0,3,67,Presnenski
Mezhdunarodnaia,645000,6,1,1,0,3,225,Presnenski
Mezhdunarodnaia,335000,2,1,1,0,2,67,Presnenski
Mezhdunarodnaia,350000,2,1,1,0,2,67,Presnenski
Chistye prudy,340000,8,1,1,0,4,180,Basmanski
Turgenevskaia,480000,6,1,1,0,6,285,Krasnoselski
Krasnye vorota,220000,10,1,1,0,4,130,Krasnoselski
Barrikadnaia,350000,10,1,1,0,4,180,Presnenski
Novokuznetckaia,195000,4,1,1,0,3,67,Zamoskvoreche
Arbatskaia,699000,7,1,1,0,6,350,Arbat
Maiakovskaia,250000,8,1,1,0,3,110,Tverskoi
Tretiakovskaia,350000,1,1,1,0,4,67,Zamoskvoreche
Oktiabrskaia,471069,5,1,1,0,4,118,Yakimanka
Barrikadnaia,350000,11,1,1,0,4,120,Presnenski
Sretenskii bulvar,650000,4,1,1,0,6,273,Krasnoselski
TcSKA,194000,5,1,1,0,4,150,Horoshevski
Maiakovskaia,250000,10,1,1,0,4,67,Tverskoi
Krasnye vorota,100000,8,1,1,0,3,67,Krasnoselski
Arbatskaia,250000,10,1,1,0,2,5,Arbat
Kuznetckii most,300000,5,1,1,0,4,155,Meshanski
Chistye prudy,360000,6,1,1,0,6,206,Basmanski
Chekhovskaia,115000,5,1,1,0,4,67,Tverskoi
Kropotkinskaia,330000,10,1,1,0,3,67,Hamovniki
Trubnaia,635000,4,1,1,0,3,67,Meshanski
Kitai-gorod,220000,3,1,1,0,3,67,Tverskoi
Novokuznetckaia,450000,3,1,1,0,4,67,Zamoskvoreche
Sukharevskaia,280000,6,1,1,0,4,67,Krasnoselski
Oktiabrskaia,300000,5,1,1,0,3,114,Yakimanka
Sukharevskaia,185000,5,1,1,0,3,90,Krasnoselski
Novokuznetckaia,375000,6,1,1,0,3,67,Zamoskvoreche
Krasnopresnenskaia,350000,12,1,1,0,3,67,Presnenski
Tretiakovskaia,250000,5,1,1,0,4,67,Zamoskvoreche
Tretiakovskaia,290000,1,1,1,0,3,67,Zamoskvoreche
Sukharevskaia,360000,6,1,1,0,4,67,Krasnoselski
Belorusskaia,190000,7,1,1,0,3,125,Tverskoi
Vystavochnaia,250000,14,1,1,0,2,67,Presnenski
Belorusskaia,450000,7,1,1,0,4,67,Tverskoi
Oktiabrskaia,850000,9,1,1,0,5,258,Yakimanka
Kievskaia,400000,6,1,1,0,4,67,Dorogomilovo
Oktiabrskoe pole,240000,8,1,1,0,4,67,Shukino
TcSKA,270000,17,1,1,0,5,67,Horoshevski
Smolenskaia,850000,10,1,1,0,4,67,Arbat
Mezhdunarodnaia,650000,6,1,1,0,3,67,Presnenski
Smolenskaia,250000,6,1,1,0,5,67,Arbat
Kitai-gorod,260000,7,1,1,0,5,67,Tverskoi
Novoslobodskaia,700000,8,1,1,0,5,67,Tverskoi
Smolenskaia,350000,4,1,1,0,2,67,Arbat
Shabolovskaia,180000,8,1,1,0,3,67,Donskoi
Mezhdunarodnaia,550000,6,1,1,0,3,67,Presnenski
Maiakovskaia,199000,7,1,1,0,3,67,Tverskoi
Arbatskaia,370000,8,1,1,0,4,67,Arbat
Paveletckaia,350000,9,1,1,0,4,67,Zamoskvoreche
Serpukhovskaia,160000,10,1,1,0,2,67,Zamoskvoreche
Krasnopresnenskaia,230000,12,1,1,0,4,67,Presnenski
Shabolovskaia,200000,8,1,1,0,4,67,Donskoi
Novoslobodskaia,200000,10,1,1,0,2,67,Tverskoi
Kropotkinskaia,330000,9,1,1,0,3,67,Hamovniki
Barrikadnaia,300000,12,1,1,0,4,67,Presnenski
Minskaia,578001,15,0,1,0,3,67,Dorogomilovo
Shabolovskaia,250000,8,1,1,0,3,67,Donskoi
Shchukinskaia,700000,15,1,1,0,6,67,Shukino
Mezhdunarodnaia,350000,6,1,1,0,2,67,Presnenski
Ulitca 1905 goda,230000,16,1,1,0,3,67,Presnenski
Slavianskii bulvar,160000,19,1,1,0,2,67,Fili-Davidkovo
Smolenskaia,297000,3,1,1,0,3,67,Arbat
Minskaia,300000,15,0,1,0,3,67,Dorogomilovo
Belorusskaia,450000,7,1,1,0,4,67,Tverskoi
Smolenskaia,590000,9,1,1,0,6,67,Arbat
Frunzenskaia,250000,6,1,1,0,3,67,Hamovniki
Belorusskaia,450000,7,1,1,0,4,67,Tverskoi
Turgenevskaia,220000,6,1,1,0,3,67,Krasnoselski
Tretiakovskaia,350000,4,1,1,0,4,67,Zamoskvoreche
Lubianka,400000,3,1,1,0,2,67,Tverskoi
Paveletckaia,350000,7,1,1,0,3,67,Zamoskvoreche
Aeroport,350000,10,1,1,0,4,67,Aeroport
Mezhdunarodnaia,400000,7,1,1,0,2,67,Presnenski
Prospekt Mira,300000,6,1,1,0,5,67,Meshanski
Kurskaia,300000,8,1,1,0,2,67,Basmanski
Pushkinskaia,700000,11,1,1,0,3,67,Tverskoi
Turgenevskaia,380000,5,1,1,0,4,67,Krasnoselski
Park kultury,2500000,8,1,1,0,4,67,Hamovniki
Timiriazevskaia,300000,10,1,1,0,6,232,Timiryazevski
Krasnye vorota,300000,7,1,1,0,6,67,Krasnoselski
Arbatskaia,600000,6,1,1,0,5,67,Arbat
Pushkinskaia,1046819,9,1,1,0,3,67,Tverskoi
Chistye prudy,360000,6,1,1,0,6,67,Basmanski
Arbatskaia,699000,7,1,1,0,5,67,Arbat
Park kultury,2650000,9,1,1,0,6,67,Hamovniki
Belorusskaia,450000,7,1,1,0,4,67,Tverskoi
Smolenskaia,250000,13,1,1,0,1,67,Arbat
Krestianskaia zastava,150000,9,1,1,0,3,67,Taganski
